"icd_code","long_title"
"85105  ","Cortex (cerebral) contusion without mention of open intracranial wound, with prolonged [more than 24 hours] loss of consciousness without return to pre-existing conscious level"
"85106  ","Cortex (cerebral) contusion without mention of open intracranial wound, with loss of consciousness of unspecified duration"
"85109  ","Cortex (cerebral) contusion without mention of open intracranial wound, with concussion, unspecified"
"85110  ","Cortex (cerebral) contusion with open intracranial wound, unspecified state of consciousness"
"85111  ","Cortex (cerebral) contusion with open intracranial wound, with no loss of consciousness"
"85112  ","Cortex (cerebral) contusion with open intracranial wound, with brief [less than one hour] loss of consciousness"
"85113  ","Cortex (cerebral) contusion with open intracranial wound, with moderate [1-24 hours] loss of consciousness"
"85114  ","Cortex (cerebral) contusion with open intracranial wound, with prolonged [more than 24 hours] loss of consciousness and return to pre-existing conscious level"
"85115  ","Cortex (cerebral) contusion with open intracranial wound, with prolonged [more than 24 hours] loss of consciousness without return to pre-existing conscious level"
"85116  ","Cortex (cerebral) contusion with open intracranial wound, with loss of consciousness of unspecified duration"
"85119  ","Cortex (cerebral) contusion with open intracranial wound, with concussion, unspecified"
"85120  ","Cortex (cerebral) laceration without mention of open intracranial wound, unspecified state of consciousness"
"85121  ","Cortex (cerebral) laceration without mention of open intracranial wound, with no loss of consciousness"
"85122  ","Cortex (cerebral) laceration without mention of open intracranial wound, with brief [less than one hour] loss of consciousness"
"85123  ","Cortex (cerebral) laceration without mention of open intracranial wound, with moderate [1-24 hours] loss of consciousness"
"85124  ","Cortex (cerebral) laceration without mention of open intracranial wound, with prolonged [more than 24 hours] loss of consciousness and return to pre-existing conscious level"
"85125  ","Cortex (cerebral) laceration without mention of open intracranial wound, with prolonged [more than 24 hours] loss of consciousness without return to pre-existing conscious level"
"85126  ","Cortex (cerebral) laceration without mention of open intracranial wound, with loss of consciousness of unspecified duration"
"85129  ","Cortex (cerebral) laceration without mention of open intracranial wound, with concussion, unspecified"
"85130  ","Cortex (cerebral) laceration with open intracranial wound, unspecified state of consciousness"
"85131  ","Cortex (cerebral) laceration with open intracranial wound, with no loss of consciousness"
"85132  ","Cortex (cerebral) laceration with open intracranial wound, with brief [less than one hour] loss of consciousness"
"85133  ","Cortex (cerebral) laceration with open intracranial wound, with moderate [1-24 hours] loss of consciousness"
"85134  ","Cortex (cerebral) laceration with open intracranial wound, with prolonged [more than 24 hours] loss of consciousness and return to pre-existing conscious level"
"85135  ","Cortex (cerebral) laceration with open intracranial wound, with prolonged [more than 24 hours] loss of consciousness without return to pre-existing conscious level"
"85136  ","Cortex (cerebral) laceration with open intracranial wound, with loss of consciousness of unspecified duration"
"85139  ","Cortex (cerebral) laceration with open intracranial wound, with concussion, unspecified"
"85140  ","Cerebellar or brain stem contusion without mention of open intracranial wound, unspecified state of consciousness"
"85141  ","Cerebellar or brain stem contusion without mention of open intracranial wound, with no loss of consciousness"
"85142  ","Cerebellar or brain stem contusion without mention of open intracranial wound, with brief [less than one hour] loss of consciousness"
"85143  ","Cerebellar or brain stem contusion without mention of open intracranial wound, with moderate [1-24 hours] loss of consciousness"
"85144  ","Cerebellar or brain stem contusion without mention of open intracranial wound, with prolonged [more than 24 hours] loss consciousness and return to pre-existing conscious level"
"85145  ","Cerebellar or brain stem contusion without mention of open intracranial wound, with prolonged [more than 24 hours] loss of consciousness without return to pre-existing conscious level"
"85146  ","Cerebellar or brain stem contusion without mention of open intracranial wound, with loss of consciousness of unspecified duration"
"85149  ","Cerebellar or brain stem contusion without mention of open intracranial wound, with concussion, unspecified"
"85150  ","Cerebellar or brain stem contusion with open intracranial wound, unspecified state of consciousness"
"85151  ","Cerebellar or brain stem contusion with open intracranial wound, with no loss of consciousness"
"85152  ","Cerebellar or brain stem contusion with open intracranial wound, with brief [less than one hour] loss of consciousness"
"85153  ","Cerebellar or brain stem contusion with open intracranial wound, with moderate [1-24 hours] loss of consciousness"
"85154  ","Cerebellar or brain stem contusion with open intracranial wound, with prolonged [more than 24 hours] loss of consciousness and return to pre-existing conscious level"
"85155  ","Cerebellar or brain stem contusion with open intracranial wound, with prolonged [more than 24 hours] loss of consciousness without return to pre-existing conscious level"
"85156  ","Cerebellar or brain stem contusion with open intracranial wound, with loss of consciousness of unspecified duration"
"85159  ","Cerebellar or brain stem contusion with open intracranial wound, with concussion, unspecified"
"85160  ","Cerebellar or brain stem laceration without mention of open intracranial wound, unspecified state of consciousness"
"85161  ","Cerebellar or brain stem laceration without mention of open intracranial wound, with no loss of consciousness"
"85162  ","Cerebellar or brain stem laceration without mention of open intracranial wound, with brief [less than 1 hour] loss of consciousness"
"85163  ","Cerebellar or brain stem laceration without mention of open intracranial wound, with moderate [1-24 hours] loss of consciousness"
"85164  ","Cerebellar or brain stem laceration without mention of open intracranial wound, with prolonged [more than 24 hours] loss of consciousness and return to pre-existing conscious level"
"85165  ","Cerebellar or brain stem laceration without mention of open intracranial wound, with prolonged [more than 24 hours] loss of consciousness without return to pre-existing conscious level"
"85166  ","Cerebellar or brain stem laceration without mention of open intracranial wound, with loss of consciousness of unspecified duration"
"85169  ","Cerebellar or brain stem laceration without mention of open intracranial wound, with concussion, unspecified"
"85170  ","Cerebellar or brain stem laceration with open intracranial wound, unspecified state of consciousness"
"85171  ","Cerebellar or brain stem laceration with open intracranial wound, with no loss of consciousness"
"85172  ","Cerebellar or brain stem laceration with open intracranial wound, with brief [less than one hour] loss of consciousness"
"85173  ","Cerebellar or brain stem laceration with open intracranial wound, with moderate [1-24 hours] loss of consciousness"
"85174  ","Cerebellar or brain stem laceration with open intracranial wound, with prolonged [more than 24 hours] loss of consciousness and return to pre-existing conscious level"
"85175  ","Cerebellar or brain stem laceration with open intracranial wound, with prolonged [more than 24 hours] loss of consciousness without return to pre-existing conscious level"
"85176  ","Cerebellar or brain stem laceration with open intracranial wound, with loss of consciousness of unspecified duration"
"85179  ","Cerebellar or brain stem laceration with open intracranial wound, with concussion, unspecified"
"85180  ","Other and unspecified cerebral laceration and contusion, without mention of open intracranial wound, unspecified state of consciousness"
"85181  ","Other and unspecified cerebral laceration and contusion, without mention of open intracranial wound, with no loss of consciousness"
"85182  ","Other and unspecified cerebral laceration and contusion, without mention of open intracranial wound, with brief [less than one hour] loss of consciousness"
"85183  ","Other and unspecified cerebral laceration and contusion, without mention of open intracranial wound, with moderate [1-24 hours] loss of consciousness"
"85184  ","Other and unspecified cerebral laceration and contusion, without mention of open intracranial wound, with prolonged [more than 24 hours] loss of consciousness and return to pre- existing conscious level"
"85185  ","Other and unspecified cerebral laceration and contusion, without mention of open intracranial wound, with prolonged [more than 24 hours] loss of consciousness without return to pre-existing conscious level"
"85186  ","Other and unspecified cerebral laceration and contusion, without mention of open intracranial wound, with loss of consciousness of unspecified duration"
"85189  ","Other and unspecified cerebral laceration and contusion, without mention of open intracranial wound, with concussion, unspecified"
"85190  ","Other and unspecified cerebral laceration and contusion, with open intracranial wound, unspecified state of consciousness"
"85191  ","Other and unspecified cerebral laceration and contusion, with open intracranial wound, with no loss of consciousness"
"85192  ","Other and unspecified cerebral laceration and contusion, with open intracranial wound, with brief [less than one hour] loss of consciousness"
"85193  ","Other and unspecified cerebral laceration and contusion, with open intracranial wound, with moderate [1-24 hours] loss of consciousness"
"85194  ","Other and unspecified cerebral laceration and contusion, with open intracranial wound, with prolonged [more than 24 hours] loss of consciousness and return to pre-existing conscious level"
"85195  ","Other and unspecified cerebral laceration and contusion, with open intracranial wound, with prolonged [more than 24 hours] loss of consciousness without return to pre-existing conscious level"
"85196  ","Other and unspecified cerebral laceration and contusion, with open intracranial wound, with loss of consciousness of unspecified duration"
"85199  ","Other and unspecified cerebral laceration and contusion, with open intracranial wound, with concussion, unspecified"
"85200  ","Subarachnoid hemorrhage following injury without mention of open intracranial wound, unspecified state of consciousness"
"85201  ","Subarachnoid hemorrhage following injury without mention of open intracranial wound, with no loss of consciousness"
"85202  ","Subarachnoid hemorrhage following injury without mention of open intracranial wound, with brief [less than one hour] loss of consciousness"
"85203  ","Subarachnoid hemorrhage following injury without mention of open intracranial wound, with moderate [1-24 hours] loss of consciousness"
"85204  ","Subarachnoid hemorrhage following injury without mention of open intracranial wound, with prolonged [more than 24 hours] loss of consciousness and return to pre-existing conscious level"
"85205  ","Subarachnoid hemorrhage following injury without mention of open intracranial wound, with prolonged [more than 24 hours] loss of consciousness without return to pre-existing conscious level"
"85206  ","Subarachnoid hemorrhage following injury without mention of open intracranial wound, with loss of consciousness of unspecified duration"
"85209  ","Subarachnoid hemorrhage following injury without mention of open intracranial wound, with concussion, unspecified"
"85210  ","Subarachnoid hemorrhage following injury with open intracranial wound, unspecified state of consciousness"
"85211  ","Subarachnoid hemorrhage following injury with open intracranial wound, with no loss of consciousness"
"85212  ","Subarachnoid hemorrhage following injury with open intracranial wound, with brief [less than one hour] loss of consciousness"
"85213  ","Subarachnoid hemorrhage following injury with open intracranial wound, with moderate [1-24 hours] loss of consciousness"
"85214  ","Subarachnoid hemorrhage following injury with open intracranial wound, with prolonged [more than 24 hours) loss of consciousness and return to pre-existing conscious level"
"85215  ","Subarachnoid hemorrhage following injury with open intracranial wound, with prolonged [more than 24 hours] loss of consciousness without return to pre-existing conscious level"
"85216  ","Subarachnoid hemorrhage following injury with open intracranial wound, with loss of consciousness of unspecified duration"
"85219  ","Subarachnoid hemorrhage following injury with open intracranial wound, with concussion, unspecified"
"85220  ","Subdural hemorrhage following injury without mention of open intracranial wound, unspecified state of consciousness"
"85221  ","Subdural hemorrhage following injury without mention of open intracranial wound, with no loss of consciousness"
"85222  ","Subdural hemorrhage following injury without mention of open intracranial wound, with brief [less than one hour] loss of consciousness"
"85223  ","Subdural hemorrhage following injury without mention of open intracranial wound, with moderate [1-24 hours] loss of consciousness"
"85224  ","Subdural hemorrhage following injury without mention of open intracranial wound, with prolonged [more than 24 hours] loss of consciousness and return to pre-existing conscious level"
"85225  ","Subdural hemorrhage following injury without mention of open intracranial wound, with prolonged [more than 24 hours] loss of consciousness without return to pre-existing conscious level"
"85226  ","Subdural hemorrhage following injury without mention of open intracranial wound, with loss of consciousness of unspecified duration"
"85229  ","Subdural hemorrhage following injury without mention of open intracranial wound, with concussion, unspecified"
"85230  ","Subdural hemorrhage following injury with open intracranial wound, unspecified state of consciousness"
"85231  ","Subdural hemorrhage following injury with open intracranial wound, with no loss of consciousness"
"85232  ","Subdural hemorrhage following injury with open intracranial wound, with brief [less than one hour] loss of consciousness"
"85233  ","Subdural hemorrhage following injury with open intracranial wound, with moderate [1-24 hours] loss of consciousness"
"85234  ","Subdural hemorrhage following injury with open intracranial wound, with prolonged [more than 24 hours] loss of consciousness and return to pre-existing conscious level"
"85235  ","Subdural hemorrhage following injury with open intracranial wound, with prolonged [more than 24 hours] loss of consciousness without return to pre-existing conscious level"
"85236  ","Subdural hemorrhage following injury with open intracranial wound, with loss of consciousness of unspecified duration"
"85239  ","Subdural hemorrhage following injury with open intracranial wound, with concussion, unspecified"
"85240  ","Extradural hemorrhage following injury without mention of open intracranial wound, unspecified state of consciousness"
"85241  ","Extradural hemorrhage following injury without mention of open intracranial wound, with no loss of consciousness"
"85242  ","Extradural hemorrhage following injury without mention of open intracranial wound, with brief [less than 1 hour] loss of consciousness"
"85243  ","Extradural hemorrhage following injury without mention of open intracranial wound, with moderate [1-24 hours] loss of consciousness"
"85244  ","Extradural hemorrhage following injury without mention of open intracranial wound, with prolonged [more than 24 hours] loss of consciousness and return to pre-existing conscious level"
"85245  ","Extradural hemorrhage following injury without mention of open intracranial wound, with prolonged [more than 24 hours] loss of consciousness without return to pre-existing conscious level"
"85246  ","Extradural hemorrhage following injury without mention of open intracranial wound, with loss of consciousness of unspecified duration"
"85249  ","Extradural hemorrhage following injury without mention of open intracranial wound, with concussion, unspecified"
"85250  ","Extradural hemorrhage following injury with open intracranial wound, unspecified state of consciousness"
"85251  ","Extradural hemorrhage following injury with open intracranial wound, with no loss of consciousness"
"85252  ","Extradural hemorrhage following injury with open intracranial wound, with brief [less than one hour] loss of consciousness"
"85253  ","Extradural hemorrhage following injury with open intracranial wound, with moderate [1-24 hours] loss of consciousness"
"85254  ","Extradural hemorrhage following injury with open intracranial wound, with prolonged [more than 24 hours] loss of consciousness and return to pre-existing conscious level"
"85255  ","Extradural hemorrhage following injury with open intracranial wound, with prolonged [more than 24 hours] loss of consciousness without return to pre-existing conscious level"
"85256  ","Extradural hemorrhage following injury with open intracranial wound, with loss of consciousness of unspecified duration"
"85259  ","Extradural hemorrhage following injury with open intracranial wound, with concussion, unspecified"
"85300  ","Other and unspecified intracranial hemorrhage following injury without mention of open intracranial wound, unspecified state of consciousness"
"85301  ","Other and unspecified intracranial hemorrhage following injury without mention of open intracranial wound, with no loss of consciousness"
"85302  ","Other and unspecified intracranial hemorrhage following injury without mention of open intracranial wound, with brief [less than one hour] loss of consciousness"
"85303  ","Other and unspecified intracranial hemorrhage following injury without mention of open intracranial wound, with moderate [1-24 hours] loss of consciousness"
"85304  ","Other and unspecified intracranial hemorrhage following injury without mention of open intracranial wound, with prolonged [more than 24 hours] loss of consciousness and return to pre- existing conscious level"
"85305  ","Other and unspecified intracranial hemorrhage following injury without mention of open intracranial wound, with prolonged [more than 24 hours] loss of consciousness without return to pre-existing conscious level"
"85306  ","Other and unspecified intracranial hemorrhage following injury without mention of open intracranial wound, with loss of consciousness of unspecified duration"
"85309  ","Other and unspecified intracranial hemorrhage following injury without mention of open intracranial wound, with concussion, unspecified"
"85310  ","Other and unspecified intracranial hemorrhage following injury with open intracranial wound, unspecified state of consciousness"
"85311  ","Other and unspecified intracranial hemorrhage following injury with open intracranial wound, with no loss of consciousness"
"85312  ","Other and unspecified intracranial hemorrhage following injury with open intracranial wound, with brief [less than one hour] loss of consciousness"
"85313  ","Other and unspecified intracranial hemorrhage following injury with open intracranial wound, with moderate [1-24 hours] loss of consciousness"
"85314  ","Other and unspecified intracranial hemorrhage following injury with open intracranial wound, with prolonged [more than 24 hours] loss of consciousness and return to pre-existing conscious level"
"85315  ","Other and unspecified intracranial hemorrhage following injury with open intracranial wound, with prolonged [more than 24 hours] loss of consciousness without return to pre-existing conscious level"
"85316  ","Other and unspecified intracranial hemorrhage following injury with open intracranial wound, with loss of consciousness of unspecified duration"
"85319  ","Other and unspecified intracranial hemorrhage following injury with open intracranial wound, with concussion, unspecified"
"85400  ","Intracranial injury of other and unspecified nature without mention of open intracranial wound, unspecified state of consciousness"
"85401  ","Intracranial injury of other and unspecified nature without mention of open intracranial wound, with no loss of consciousness"
"85402  ","Intracranial injury of other and unspecified nature without mention of open intracranial wound, with brief [less than one hour] loss of consciousness"
"85403  ","Intracranial injury of other and unspecified nature without mention of open intracranial wound, with moderate [1-24 hours] loss of consciousness"
"85404  ","Intracranial injury of other and unspecified nature without mention of open intracranial wound, with prolonged [more than 24 hours] loss of consciousness and return to pre-existing conscious level"
"85405  ","Intracranial injury of other and unspecified nature without mention of open intracranial wound, with prolonged [more than 24 hours] loss of consciousness without return to pre-existing conscious level"
"85406  ","Intracranial injury of other and unspecified nature without mention of open intracranial wound, with loss of consciousness of unspecified duration"
"85409  ","Intracranial injury of other and unspecified nature without mention of open intracranial wound, with concussion, unspecified"
"85410  ","Intracranial injury of other and unspecified nature with open intracranial wound, unspecified state of consciousness"
"85411  ","Intracranial injury of other and unspecified nature with open intracranial wound, with no loss of consciousness"
"85412  ","Intracranial injury of other and unspecified nature with open intracranial wound, with brief [less than one hour] loss of consciousness"
"85413  ","Intracranial injury of other and unspecified nature with open intracranial wound, with moderate [1-24 hours] loss of consciousness"
"85414  ","Intracranial injury of other and unspecified nature with open intracranial wound, with prolonged [more than 24 hours] loss of consciousness and return to pre-existing conscious level"
"85415  ","Intracranial injury of other and unspecified nature with open intracranial wound, with prolonged [more than 24 hours] loss of consciousness without return to pre-existing conscious level"
"85416  ","Intracranial injury of other and unspecified nature with open intracranial wound, with loss of consciousness of unspecified duration"
"85419  ","Intracranial injury of other and unspecified nature with open intracranial wound, with concussion, unspecified"
"9070   ","Late effect of intracranial injury without mention of skull fracture"
"D1802  ","Hemangioma of intracranial structures"
"G932   ","Benign intracranial hypertension"
"H4711  ","Papilledema associated with increased intracranial pressure"
"I606   ","Nontraumatic subarachnoid hemorrhage from other intracranial arteries"
"I607   ","Nontraumatic subarachnoid hemorrhage from unspecified intracranial artery"
"I62    ","Other and unspecified nontraumatic intracranial hemorrhage"
"I629   ","Nontraumatic intracranial hemorrhage, unspecified"
"I676   ","Nonpyogenic thrombosis of intracranial venous system"
"I692   ","Sequelae of other nontraumatic intracranial hemorrhage"
"I6920  ","Unspecified sequelae of other nontraumatic intracranial hemorrhage"
"I6921  ","Cognitive deficits following other nontraumatic intracranial hemorrhage"
"I69210 ","Attention and concentration deficit following other nontraumatic intracranial hemorrhage"
"I69211 ","Memory deficit following other nontraumatic intracranial hemorrhage"
"I69212 ","Visuospatial deficit and spatial neglect following other nontraumatic intracranial hemorrhage"
"I69213 ","Psychomotor deficit following other nontraumatic intracranial hemorrhage"
"I69214 ","Frontal lobe and executive function deficit following other nontraumatic intracranial hemorrhage"
"I69215 ","Cognitive social or emotional deficit following other nontraumatic intracranial hemorrhage"
"I69218 ","Other symptoms and signs involving cognitive functions following other nontraumatic intracranial hemorrhage"
"I69219 ","Unspecified symptoms and signs involving cognitive functions following other nontraumatic intracranial hemorrhage"
"I6922  ","Speech and language deficits following other nontraumatic intracranial hemorrhage"
"I69220 ","Aphasia following other nontraumatic intracranial hemorrhage"
"I69221 ","Dysphasia following other nontraumatic intracranial hemorrhage"
"I69222 ","Dysarthria following other nontraumatic intracranial hemorrhage"
"I69223 ","Fluency disorder following other nontraumatic intracranial hemorrhage"
"I69228 ","Other speech and language deficits following other nontraumatic intracranial hemorrhage"
"I6923  ","Monoplegia of upper limb following other nontraumatic intracranial hemorrhage"
"I69231 ","Monoplegia of upper limb following other nontraumatic intracranial hemorrhage affecting right dominant side"
"I69232 ","Monoplegia of upper limb following other nontraumatic intracranial hemorrhage affecting left dominant side"
"I69233 ","Monoplegia of upper limb following other nontraumatic intracranial hemorrhage affecting right non-dominant side"
"I69234 ","Monoplegia of upper limb following other nontraumatic intracranial hemorrhage affecting left non-dominant side"
"I69239 ","Monoplegia of upper limb following other nontraumatic intracranial hemorrhage affecting unspecified side"
"I6924  ","Monoplegia of lower limb following other nontraumatic intracranial hemorrhage"
"I69241 ","Monoplegia of lower limb following other nontraumatic intracranial hemorrhage affecting right dominant side"
"I69242 ","Monoplegia of lower limb following other nontraumatic intracranial hemorrhage affecting left dominant side"
"I69243 ","Monoplegia of lower limb following other nontraumatic intracranial hemorrhage affecting right non-dominant side"
"I69244 ","Monoplegia of lower limb following other nontraumatic intracranial hemorrhage affecting left non-dominant side"
"I69249 ","Monoplegia of lower limb following other nontraumatic intracranial hemorrhage affecting unspecified side"
"I6925  ","Hemiplegia and hemiparesis following other nontraumatic intracranial hemorrhage"
"I69251 ","Hemiplegia and hemiparesis following other nontraumatic intracranial hemorrhage affecting right dominant side"
"I69252 ","Hemiplegia and hemiparesis following other nontraumatic intracranial hemorrhage affecting left dominant side"
"I69253 ","Hemiplegia and hemiparesis following other nontraumatic intracranial hemorrhage affecting right non-dominant side"
"I69254 ","Hemiplegia and hemiparesis following other nontraumatic intracranial hemorrhage affecting left non-dominant side"
"I69259 ","Hemiplegia and hemiparesis following other nontraumatic intracranial hemorrhage affecting unspecified side"
"I6926  ","Other paralytic syndrome following other nontraumatic intracranial hemorrhage"
"I69261 ","Other paralytic syndrome following other nontraumatic intracranial hemorrhage affecting right dominant side"
"I69262 ","Other paralytic syndrome following other nontraumatic intracranial hemorrhage affecting left dominant side"
"I69263 ","Other paralytic syndrome following other nontraumatic intracranial hemorrhage affecting right non-dominant side"
"I69264 ","Other paralytic syndrome following other nontraumatic intracranial hemorrhage affecting left non-dominant side"
"I69265 ","Other paralytic syndrome following other nontraumatic intracranial hemorrhage, bilateral"
"I69269 ","Other paralytic syndrome following other nontraumatic intracranial hemorrhage affecting unspecified side"
"I6929  ","Other sequelae of other nontraumatic intracranial hemorrhage"
"I69290 ","Apraxia following other nontraumatic intracranial hemorrhage"
"I69291 ","Dysphagia following other nontraumatic intracranial hemorrhage"
"I69292 ","Facial weakness following other nontraumatic intracranial hemorrhage"
"I69293 ","Ataxia following other nontraumatic intracranial hemorrhage"
"I69298 ","Other sequelae of other nontraumatic intracranial hemorrhage"
"I8500  ","Esophageal varices without bleeding"
"I8501  ","Esophageal varices with bleeding"
"I8510  ","Secondary esophageal varices without bleeding"
"I8511  ","Secondary esophageal varices with bleeding"
"K2210  ","Ulcer of esophagus without bleeding"
"K2211  ","Ulcer of esophagus with bleeding"
"K2900  ","Acute gastritis without bleeding"
"K2901  ","Acute gastritis with bleeding"
"K2920  ","Alcoholic gastritis without bleeding"
"K2921  ","Alcoholic gastritis with bleeding"
"K2930  ","Chronic superficial gastritis without bleeding"
"K2931  ","Chronic superficial gastritis with bleeding"
"K2940  ","Chronic atrophic gastritis without bleeding"
"K2941  ","Chronic atrophic gastritis with bleeding"
"K2950  ","Unspecified chronic gastritis without bleeding"
"K2951  ","Unspecified chronic gastritis with bleeding"
"K2960  ","Other gastritis without bleeding"
"K2961  ","Other gastritis with bleeding"
"K2970  ","Gastritis, unspecified, without bleeding"
"K2971  ","Gastritis, unspecified, with bleeding"
"K2980  ","Duodenitis without bleeding"
"K2981  ","Duodenitis with bleeding"
"K2990  ","Gastroduodenitis, unspecified, without bleeding"
"K2991  ","Gastroduodenitis, unspecified, with bleeding"
"K31811 ","Angiodysplasia of stomach and duodenum with bleeding"
"K31819 ","Angiodysplasia of stomach and duodenum without bleeding"
"K50011 ","Crohn's disease of small intestine with rectal bleeding"
"K50111 ","Crohn's disease of large intestine with rectal bleeding"
"K50811 ","Crohn's disease of both small and large intestine with rectal bleeding"
"K50911 ","Crohn's disease, unspecified, with rectal bleeding"
"K51011 ","Ulcerative (chronic) pancolitis with rectal bleeding"
"K51211 ","Ulcerative (chronic) proctitis with rectal bleeding"
"K51311 ","Ulcerative (chronic) rectosigmoiditis with rectal bleeding"
"K51411 ","Inflammatory polyps of colon with rectal bleeding"
"K51511 ","Left sided colitis with rectal bleeding"
"K51811 ","Other ulcerative colitis with rectal bleeding"
